gateway_id,mac_addr,reader_ip,location_id,reader_status,up_status,down_status,assigned,serial,created_at,updated_at,deleted_at
142,AC233FC09C92,NULL,52,NULL,"2021-04-16 06:09:59","0000-00-00 00:00:00",1,L3-RM-303,"2021-04-15 09:31:58","2021-04-16 06:09:59",NULL
143,AC233FC09C93,NULL,52,NULL,"2021-04-16 06:10:13","0000-00-00 00:00:00",1,L3-RM-304,"2021-04-15 09:31:58","2021-04-16 06:10:13",NULL
144,AC233FC09C94,NULL,53,NULL,"2021-04-16 06:10:44","0000-00-00 00:00:00",1,L3-RT-07,"2021-04-15 09:31:58","2021-04-16 06:10:44",NULL
145,AC233FC09C95,NULL,53,NULL,"2021-04-16 06:10:56","0000-00-00 00:00:00",1,L3-RT-08,"2021-04-15 09:31:58","2021-04-16 06:10:56",NULL
146,AC233FC09C96,NULL,54,NULL,"2021-04-16 06:11:18","0000-00-00 00:00:00",1,L3-RM-401,"2021-04-15 09:31:58","2021-04-16 06:11:18",NULL
147,AC233FC09C97,NULL,54,NULL,"2021-04-16 06:11:38","0000-00-00 00:00:00",1,L3-RM-402,"2021-04-15 09:31:58","2021-04-16 06:11:38",NULL
148,AC233FC09C98,NULL,54,NULL,"2021-04-16 06:11:51","0000-00-00 00:00:00",1,L3-RM-403,"2021-04-15 09:31:58","2021-04-16 06:11:51",NULL
149,AC233FC09C99,NULL,54,NULL,"2021-04-16 06:12:03","0000-00-00 00:00:00",1,L3-RM-404,"2021-04-15 09:31:58","2021-04-16 06:12:03",NULL
150,AC233FC09C9A,NULL,55,NULL,"2021-04-16 06:12:17","0000-00-00 00:00:00",1,L3-RT-09,"2021-04-15 09:31:58","2021-04-16 06:12:17",NULL
151,AC233FC09C9B,NULL,55,NULL,"2021-04-16 06:12:28","0000-00-00 00:00:00",1,L3-RT-10,"2021-04-15 09:31:58","2021-04-16 06:12:28",NULL
152,AC233FC09C9C,NULL,56,NULL,"2021-04-16 06:12:49","0000-00-00 00:00:00",1,L3-RM-501,"2021-04-15 09:31:58","2021-04-16 06:12:49",NULL
153,AC233FC09C9D,NULL,56,NULL,"2021-04-16 06:13:05","0000-00-00 00:00:00",1,L3-RM-502,"2021-04-15 09:31:58","2021-04-16 06:13:05",NULL
154,AC233FC09C9E,NULL,56,NULL,"2021-04-16 06:13:19","0000-00-00 00:00:00",1,L3-RM-503,"2021-04-15 09:31:58","2021-04-16 06:13:19",NULL
155,AC233FC09C9F,NULL,56,NULL,"2021-04-16 06:13:36","0000-00-00 00:00:00",1,L3-RM-504,"2021-04-15 09:31:58","2021-04-16 06:13:36",NULL
156,AC233FC09CA0,NULL,57,NULL,"2021-04-16 06:13:52","0000-00-00 00:00:00",1,L3-RT-11,"2021-04-15 09:31:58","2021-04-16 06:13:52",NULL
157,AC233FC09CA1,NULL,57,NULL,"2021-04-16 06:14:05","0000-00-00 00:00:00",1,L3-RT-12,"2021-04-15 09:31:58","2021-04-16 06:14:05",NULL
158,AC233FC09CA2,NULL,58,NULL,"2021-04-16 06:14:36","0000-00-00 00:00:00",1,L3-RM-601,"2021-04-15 09:31:58","2021-04-16 06:14:36",NULL
159,AC233FC09CA3,NULL,58,NULL,"2021-04-16 06:14:56","0000-00-00 00:00:00",1,L3-RM-602,"2021-04-15 09:31:58","2021-04-16 06:14:56",NULL
160,AC233FC09CA4,NULL,58,NULL,"2021-04-16 06:15:11","0000-00-00 00:00:00",1,L3-RM-603,"2021-04-15 09:31:58","2021-04-16 06:15:11",NULL
161,AC233FC09CA5,NULL,58,NULL,"2021-04-16 06:15:24","0000-00-00 00:00:00",1,L3-RM-604,"2021-04-15 09:31:58","2021-04-16 06:15:24",NULL
162,AC233FC09CA6,NULL,59,NULL,"2021-04-16 06:15:58","0000-00-00 00:00:00",1,L3-RT-13,"2021-04-15 09:31:58","2021-04-16 06:15:58",NULL
163,AC233FC09CA7,NULL,59,NULL,"2021-04-16 06:16:09","0000-00-00 00:00:00",1,L3-RT-14,"2021-04-15 09:31:58","2021-04-16 06:16:09",NULL
164,AC233FC09CA8,NULL,60,NULL,"2021-04-16 06:16:31","0000-00-00 00:00:00",1,L3-RM-701,"2021-04-15 09:31:58","2021-04-16 06:16:31",NULL
165,AC233FC09CA9,NULL,60,NULL,"2021-04-16 06:16:50","0000-00-00 00:00:00",1,L3-RM-702,"2021-04-15 09:31:58","2021-04-16 06:16:50",NULL
166,AC233FC09CAA,NULL,60,NULL,"2021-04-16 06:17:08","0000-00-00 00:00:00",1,L3-RM-703,"2021-04-15 09:31:58","2021-04-16 06:17:08",NULL
167,AC233FC09CAB,NULL,60,NULL,"2021-04-16 06:17:21","0000-00-00 00:00:00",1,L3-RM-704,"2021-04-15 09:31:58","2021-04-16 06:17:21",NULL
168,AC233FC09CAC,NULL,61,NULL,"2021-04-16 06:17:36","0000-00-00 00:00:00",1,L3-RT-15,"2021-04-15 09:31:58","2021-04-16 06:17:36",NULL
169,AC233FC09CAD,NULL,61,NULL,"2021-04-16 06:17:51","0000-00-00 00:00:00",1,L3-RT-16,"2021-04-15 09:31:58","2021-04-16 06:17:51",NULL
170,AC233FC09CAE,NULL,62,NULL,"2021-04-16 06:18:06","0000-00-00 00:00:00",1,L3-RM-801,"2021-04-15 09:31:58","2021-04-16 06:18:06",NULL
171,AC233FC09CAF,NULL,62,NULL,"2021-04-16 06:18:18","0000-00-00 00:00:00",1,L3-RM-802,"2021-04-15 09:31:58","2021-04-16 06:18:18",NULL
172,AC233FC09CB0,NULL,62,NULL,"2021-04-16 06:18:38","0000-00-00 00:00:00",1,L3-RM-803,"2021-04-15 09:31:58","2021-04-16 06:18:38",NULL
173,AC233FC09CB1,NULL,62,NULL,"2021-04-16 06:18:49","0000-00-00 00:00:00",1,L3-RM-804,"2021-04-15 09:31:58","2021-04-16 06:18:49",NULL
174,AC233FC09CB2,NULL,63,NULL,"2021-04-16 06:19:04","0000-00-00 00:00:00",1,L3-RT-17,"2021-04-15 09:31:58","2021-04-16 06:19:04",NULL
175,AC233FC09CB3,NULL,63,NULL,"2021-04-16 06:19:14","0000-00-00 00:00:00",1,L3-RT-18,"2021-04-15 09:31:58","2021-04-16 06:19:14",NULL
176,AC233FC09CB4,NULL,64,NULL,"2021-04-16 06:19:29","0000-00-00 00:00:00",1,L3-RM-901,"2021-04-15 09:31:58","2021-04-16 06:19:29",NULL
177,AC233FC09CB5,NULL,64,NULL,"2021-04-16 06:19:43","0000-00-00 00:00:00",1,L3-RM-902,"2021-04-15 09:31:58","2021-04-16 06:19:43",NULL
178,AC233FC09CB6,NULL,64,NULL,"2021-04-16 06:19:58","0000-00-00 00:00:00",1,L3-RM-903,"2021-04-15 09:31:58","2021-04-16 06:19:58",NULL
179,AC233FC09CB7,NULL,64,NULL,"2021-04-16 06:20:10","0000-00-00 00:00:00",1,L3-RM-904,"2021-04-15 09:31:58","2021-04-16 06:20:10",NULL
180,AC233FC09CB8,NULL,65,NULL,"2021-04-16 06:20:34","0000-00-00 00:00:00",1,L3-RT-19,"2021-04-15 09:31:58","2021-04-16 06:20:34",NULL
181,AC233FC09CB9,NULL,65,NULL,"2021-04-16 06:20:45","0000-00-00 00:00:00",1,L3-RT-20,"2021-04-15 09:31:58","2021-04-16 06:20:45",NULL
182,AC233FC09CBA,NULL,66,NULL,"2021-04-16 06:21:04","0000-00-00 00:00:00",1,L3-RM-1001,"2021-04-15 09:31:58","2021-04-16 06:21:04",NULL
183,AC233FC09CBB,NULL,66,NULL,"2021-04-16 06:21:17","0000-00-00 00:00:00",1,L3-RM-1002,"2021-04-15 09:31:58","2021-04-16 06:21:17",NULL
184,AC233FC09CBC,NULL,66,NULL,"2021-04-16 06:21:35","0000-00-00 00:00:00",1,L3-RM-1003,"2021-04-15 09:31:58","2021-04-16 06:21:35",NULL
185,AC233FC09CBD,NULL,66,NULL,"2021-04-16 06:21:47","0000-00-00 00:00:00",1,L3-RM-1004,"2021-04-15 09:31:58","2021-04-16 06:21:47",NULL
186,AC233FC09CBE,NULL,67,NULL,"2021-04-16 06:22:05","0000-00-00 00:00:00",1,L3-RT-21,"2021-04-15 09:31:58","2021-04-16 06:22:05",NULL
187,AC233FC09CBF,NULL,67,NULL,"2021-04-16 06:22:15","0000-00-00 00:00:00",1,L3-RT-22,"2021-04-15 09:31:58","2021-04-16 06:22:15",NULL
188,AC233FC09CC0,NULL,68,NULL,"2021-04-16 06:22:29","0000-00-00 00:00:00",1,L3-RM-1101,"2021-04-15 09:31:58","2021-04-16 06:22:29",NULL
189,AC233FC09CC1,NULL,68,NULL,"2021-04-16 06:22:41","0000-00-00 00:00:00",1,L3-RM-1102,"2021-04-15 09:31:58","2021-04-16 06:22:41",NULL
190,AC233FC09CC2,NULL,68,NULL,"2021-04-16 06:22:54","0000-00-00 00:00:00",1,L3-RM-1103,"2021-04-15 09:31:58","2021-04-16 06:22:54",NULL
191,AC233FC09CC3,NULL,68,NULL,"2021-04-16 06:23:10","0000-00-00 00:00:00",1,L3-RM-1104,"2021-04-15 09:31:58","2021-04-16 06:23:10",NULL
192,AC233FC09CC4,NULL,69,NULL,"2021-04-16 06:23:25","0000-00-00 00:00:00",1,L3-RT-23,"2021-04-15 09:31:58","2021-04-16 06:23:25",NULL
193,AC233FC09CC5,NULL,69,NULL,"2021-04-16 06:23:35","0000-00-00 00:00:00",1,L3-RT-24,"2021-04-15 09:31:58","2021-04-16 06:23:35",NULL
194,AC233FC09CC6,NULL,70,NULL,"2021-04-16 06:23:55","0000-00-00 00:00:00",1,L3-RM-1201,"2021-04-15 09:31:58","2021-04-16 06:23:55",NULL
195,AC233FC09CC7,NULL,70,NULL,"2021-04-16 06:24:09","0000-00-00 00:00:00",1,L3-RM-1202,"2021-04-15 09:31:58","2021-04-16 06:24:09",NULL
196,AC233FC09CC8,NULL,70,NULL,"2021-04-16 06:24:29","0000-00-00 00:00:00",1,L3-RM-1203,"2021-04-15 09:31:58","2021-04-16 06:24:29",NULL
197,AC233FC09CC9,NULL,70,NULL,"2021-04-16 06:24:40","0000-00-00 00:00:00",1,L3-RM-1204,"2021-04-15 09:31:58","2021-04-16 06:24:40",NULL
198,AC233FC09CCA,NULL,71,NULL,"2021-04-16 06:25:11","0000-00-00 00:00:00",1,L3-CR-01,"2021-04-15 09:31:58","2021-04-16 06:25:11",NULL
199,AC233FC09CCB,NULL,71,NULL,"2021-04-16 06:25:48","0000-00-00 00:00:00",1,L3-CR-02,"2021-04-15 09:31:58","2021-04-16 06:25:48",NULL
200,AC233FC09CCC,NULL,71,NULL,"2021-04-16 06:26:28","0000-00-00 00:00:00",1,L3-CR-03,"2021-04-15 09:31:58","2021-04-16 06:26:28",NULL
201,AC233FC09CCD,NULL,71,NULL,"2021-04-16 06:28:01","0000-00-00 00:00:00",1,L3-CR-04,"2021-04-15 09:31:58","2021-04-16 06:28:01",NULL
202,AC233FC09CCE,NULL,71,NULL,"2021-04-16 06:28:22","0000-00-00 00:00:00",1,L3-CR-05,"2021-04-15 09:31:58","2021-04-16 06:28:22",NULL
203,AC233FC09CCF,NULL,71,NULL,"2021-04-16 06:28:40","0000-00-00 00:00:00",1,L3-CR-06,"2021-04-15 09:31:58","2021-04-16 06:28:40",NULL
204,AC233FC09CD0,NULL,71,NULL,"2021-04-16 06:29:44","0000-00-00 00:00:00",1,L3-CR-07,"2021-04-15 09:31:58","2021-04-16 06:29:44",NULL
205,AC233FC09CD1,NULL,71,NULL,"2021-04-16 06:30:07","0000-00-00 00:00:00",1,L3-CR-08,"2021-04-15 09:31:58","2021-04-16 06:30:07",NULL
206,AC233FC09CD2,NULL,71,NULL,"2021-04-16 06:31:42","0000-00-00 00:00:00",1,L3-CR-09,"2021-04-15 09:31:58","2021-04-16 06:31:42",NULL
207,AC233FC09CD3,NULL,71,NULL,"2021-04-16 06:32:24","0000-00-00 00:00:00",1,L3-CR-10,"2021-04-15 09:31:58","2021-04-16 06:32:24",NULL
208,AC233FC09CD4,NULL,71,NULL,"2021-04-16 06:32:53","0000-00-00 00:00:00",1,L3-CR-11,"2021-04-15 09:31:58","2021-04-16 06:32:53",NULL
209,AC233FC09CD5,NULL,71,NULL,"2021-04-16 06:33:20","0000-00-00 00:00:00",1,L3-CR-12,"2021-04-15 09:31:58","2021-04-16 06:33:20",NULL
210,AC233FC09CD6,NULL,71,NULL,"2021-04-16 06:33:37","0000-00-00 00:00:00",1,L3-CR-13,"2021-04-15 09:31:58","2021-04-16 06:33:37",NULL
211,AC233FC09CD7,NULL,71,NULL,"2021-04-16 06:33:56","0000-00-00 00:00:00",1,L3-CR-14,"2021-04-15 09:31:58","2021-04-16 06:33:56",NULL
212,AC233FC09CD8,NULL,72,NULL,"2021-04-16 06:34:29","0000-00-00 00:00:00",1,L3-CA-01,"2021-04-15 09:31:58","2021-04-16 06:34:29",NULL
213,AC233FC09CD9,NULL,72,NULL,"2021-04-16 06:34:43","0000-00-00 00:00:00",1,L3-CA-02,"2021-04-15 09:31:58","2021-04-16 06:34:43",NULL
214,AC233FC09CDA,NULL,72,NULL,"2021-04-16 06:35:18","0000-00-00 00:00:00",1,L3-CA-03,"2021-04-15 09:31:58","2021-04-16 06:35:18",NULL
215,AC233FC09CDB,NULL,72,NULL,"2021-04-16 06:36:36","0000-00-00 00:00:00",1,L3-CA-04,"2021-04-15 09:31:58","2021-04-16 06:36:36",NULL
216,AC233FC09CDC,NULL,75,NULL,"2021-04-16 06:35:46","0000-00-00 00:00:00",1,L3-CA-05,"2021-04-15 09:31:58","2021-04-16 06:35:46",NULL
217,AC233FC09CDD,NULL,73,NULL,"2021-04-16 06:39:04","0000-00-00 00:00:00",1,L3-CA-06,"2021-04-15 09:31:58","2021-04-16 06:39:04",NULL
218,AC233FC09CDE,NULL,74,NULL,"2021-04-16 06:39:31","0000-00-00 00:00:00",1,L3-CA-07,"2021-04-15 09:31:58","2021-04-16 06:39:31",NULL
219,AC233FC09CDF,NULL,76,NULL,"2021-04-16 06:41:33","0000-00-00 00:00:00",1,L3-PT-01,"2021-04-15 09:31:58","2021-04-16 06:41:33",NULL
220,AC233FC09CE0,NULL,77,NULL,"2021-04-16 06:51:49","0000-00-00 00:00:00",1,L4-RT-01,"2021-04-15 09:31:58","2021-04-16 06:51:49",NULL
221,AC233FC09CE1,NULL,77,NULL,"2021-04-16 06:52:04","0000-00-00 00:00:00",1,L4-RT-02,"2021-04-15 09:31:58","2021-04-16 06:52:04",NULL
222,AC233FC09CE2,NULL,78,NULL,"2021-04-16 06:52:24","0000-00-00 00:00:00",1,L4-RM-101,"2021-04-15 09:31:58","2021-04-16 06:52:24",NULL
223,AC233FC09CE3,NULL,78,NULL,"2021-04-16 06:52:43","0000-00-00 00:00:00",1,L4-RM-102,"2021-04-15 09:31:58","2021-04-16 06:52:43",NULL
224,AC233FC09CE4,NULL,78,NULL,"2021-04-16 06:52:59","0000-00-00 00:00:00",1,L4-RM-103,"2021-04-15 09:31:58","2021-04-16 06:52:59",NULL
225,AC233FC09CE5,NULL,78,NULL,"2021-04-16 06:53:10","0000-00-00 00:00:00",1,L4-RM-104,"2021-04-15 09:31:58","2021-04-16 06:53:10",NULL
226,AC233FC09CE6,NULL,79,NULL,"2021-04-16 06:53:25","0000-00-00 00:00:00",1,L4-RT-03,"2021-04-15 09:31:58","2021-04-16 06:53:25",NULL
227,AC233FC09CE7,NULL,79,NULL,"2021-04-16 06:53:34","0000-00-00 00:00:00",1,L4-RT-04,"2021-04-15 09:31:58","2021-04-16 06:53:34",NULL
228,AC233FC09CE8,NULL,80,NULL,"2021-04-16 06:53:48","0000-00-00 00:00:00",1,L4-RM-201,"2021-04-15 09:31:58","2021-04-16 06:53:48",NULL
229,AC233FC09CE9,NULL,80,NULL,"2021-04-16 06:54:05","0000-00-00 00:00:00",1,L4-RM-202,"2021-04-15 09:31:58","2021-04-16 06:54:05",NULL
230,AC233FC09CEA,NULL,80,NULL,"2021-04-16 06:54:18","0000-00-00 00:00:00",1,L4-RM-203,"2021-04-15 09:31:58","2021-04-16 06:54:18",NULL
231,AC233FC09CEB,NULL,80,NULL,"2021-04-16 06:54:41","0000-00-00 00:00:00",1,L4-RM-204,"2021-04-15 09:31:58","2021-04-16 06:54:41",NULL
232,AC233FC09CEC,NULL,81,NULL,"2021-04-16 06:54:57","0000-00-00 00:00:00",1,L4-RT-05,"2021-04-15 09:31:58","2021-04-16 06:54:57",NULL
233,AC233FC09CED,NULL,81,NULL,"2021-04-16 06:55:06","0000-00-00 00:00:00",1,L4-RT-06,"2021-04-15 09:31:58","2021-04-16 06:55:06",NULL
234,AC233FC09CEE,NULL,82,NULL,"2021-04-16 06:55:26","0000-00-00 00:00:00",1,L4-RM-301,"2021-04-15 09:31:58","2021-04-16 06:55:26",NULL
235,AC233FC09CEF,NULL,82,NULL,"2021-04-16 06:55:37","0000-00-00 00:00:00",1,L4-RM-302,"2021-04-15 09:31:58","2021-04-16 06:55:37",NULL
236,AC233FC09CF0,NULL,82,NULL,"2021-04-16 06:55:49","0000-00-00 00:00:00",1,L4-RM-303,"2021-04-15 09:31:58","2021-04-16 06:55:49",NULL
237,AC233FC09CF1,NULL,82,NULL,"2021-04-16 06:56:00","0000-00-00 00:00:00",1,L4-RM-304,"2021-04-15 09:31:58","2021-04-16 06:56:00",NULL
238,AC233FC09CF2,NULL,83,NULL,"2021-04-16 06:56:18","0000-00-00 00:00:00",1,L4-RT-07,"2021-04-15 09:31:58","2021-04-16 06:56:18",NULL
239,AC233FC09CF3,NULL,83,NULL,"2021-04-16 06:56:28","0000-00-00 00:00:00",1,L4-RT-08,"2021-04-15 09:31:58","2021-04-16 06:56:28",NULL
240,AC233FC09CF4,NULL,84,NULL,"2021-04-16 06:56:48","0000-00-00 00:00:00",1,L4-RM-401,"2021-04-15 09:31:58","2021-04-16 06:56:48",NULL
241,AC233FC09CF5,NULL,84,NULL,"2021-04-16 06:57:01","0000-00-00 00:00:00",1,L4-RM-402,"2021-04-15 09:31:58","2021-04-16 06:57:01",NULL
242,AC233FC09CF6,NULL,84,NULL,"2021-04-16 06:57:13","0000-00-00 00:00:00",1,L4-RM-403,"2021-04-15 09:31:58","2021-04-16 06:57:13",NULL
243,AC233FC09CF7,NULL,84,NULL,"2021-04-16 06:57:24","0000-00-00 00:00:00",1,L4-RM-404,"2021-04-15 09:31:58","2021-04-16 06:57:24",NULL
244,AC233FC09CF8,NULL,85,NULL,"2021-04-16 06:57:44","0000-00-00 00:00:00",1,L4-RT-09,"2021-04-15 09:31:58","2021-04-16 06:57:44",NULL
245,AC233FC09CF9,NULL,85,NULL,"2021-04-16 06:57:54","0000-00-00 00:00:00",1,L4-RT-10,"2021-04-15 09:31:58","2021-04-16 06:57:54",NULL
246,AC233FC09CFA,NULL,86,NULL,"2021-04-16 06:58:18","0000-00-00 00:00:00",1,L4-RM-501,"2021-04-15 09:31:58","2021-04-16 06:58:18",NULL
247,AC233FC09CFB,NULL,86,NULL,"2021-04-16 06:58:30","0000-00-00 00:00:00",1,L4-RM-502,"2021-04-15 09:31:58","2021-04-16 06:58:30",NULL
248,AC233FC09CFC,NULL,86,NULL,"2021-04-16 06:58:47","0000-00-00 00:00:00",1,L4-RM-503,"2021-04-15 09:31:58","2021-04-16 06:58:47",NULL
249,AC233FC09CFD,NULL,86,NULL,"2021-04-16 06:59:00","0000-00-00 00:00:00",1,L4-RM-504,"2021-04-15 09:31:58","2021-04-16 06:59:00",NULL
250,AC233FC09CFE,NULL,87,NULL,"2021-04-16 06:59:34","0000-00-00 00:00:00",1,L4-RT-11,"2021-04-15 09:31:58","2021-04-16 06:59:34",NULL
251,AC233FC09CFF,NULL,87,NULL,"2021-04-16 06:59:49","0000-00-00 00:00:00",1,L4-RT-12,"2021-04-15 09:31:58","2021-04-16 06:59:49",NULL
252,AC233FC09D00,NULL,88,NULL,"2021-04-16 07:00:05","0000-00-00 00:00:00",1,L4-RM-601,"2021-04-15 09:31:58","2021-04-16 07:00:05",NULL
253,AC233FC09D01,NULL,88,NULL,"2021-04-16 07:00:16","0000-00-00 00:00:00",1,L4-RM-602,"2021-04-15 09:31:58","2021-04-16 07:00:16",NULL
254,AC233FC09D02,NULL,88,NULL,"2021-04-16 07:00:30","0000-00-00 00:00:00",1,L4-RM-603,"2021-04-15 09:31:58","2021-04-16 07:00:30",NULL
255,AC233FC09D03,NULL,88,NULL,"2021-04-16 07:00:41","0000-00-00 00:00:00",1,L4-RM-604,"2021-04-15 09:31:58","2021-04-16 07:00:41",NULL
256,AC233FC09D04,NULL,89,NULL,"2021-04-16 07:01:10","0000-00-00 00:00:00",1,L4-RT-13,"2021-04-15 09:31:58","2021-04-16 07:01:10",NULL
257,AC233FC09D05,NULL,89,NULL,"2021-04-16 07:01:25","0000-00-00 00:00:00",1,L4-RT-14,"2021-04-15 09:31:58","2021-04-16 07:01:25",NULL
258,AC233FC09D06,NULL,90,NULL,"2021-04-16 07:01:50","0000-00-00 00:00:00",1,L4-RM-701,"2021-04-15 09:31:58","2021-04-16 07:01:50",NULL
259,AC233FC09D07,NULL,90,NULL,"2021-04-16 07:02:04","0000-00-00 00:00:00",1,L4-RM-702,"2021-04-15 09:31:58","2021-04-16 07:02:04",NULL
260,AC233FC09D08,NULL,90,NULL,"2021-04-16 07:02:33","0000-00-00 00:00:00",1,L4-RM-703,"2021-04-15 09:31:58","2021-04-16 07:02:33",NULL
261,AC233FC09D09,NULL,90,NULL,"2021-04-16 07:02:46","0000-00-00 00:00:00",1,L4-RM-704,"2021-04-15 09:31:58","2021-04-16 07:02:46",NULL
262,AC233FC09D0A,NULL,91,NULL,"2021-04-16 07:03:06","0000-00-00 00:00:00",1,L4-RT-15,"2021-04-15 09:31:58","2021-04-16 07:03:06",NULL
263,AC233FC09D0B,NULL,91,NULL,"2021-04-16 07:03:15","0000-00-00 00:00:00",1,L4-RT-16,"2021-04-15 09:31:58","2021-04-16 07:03:15",NULL
264,AC233FC09D0C,NULL,92,NULL,"2021-04-16 07:03:32","0000-00-00 00:00:00",1,L4-RM-801,"2021-04-15 09:31:58","2021-04-16 07:03:32",NULL
265,AC233FC09D0D,NULL,92,NULL,"2021-04-16 07:03:46","0000-00-00 00:00:00",1,L4-RM-802,"2021-04-15 09:31:58","2021-04-16 07:03:46",NULL
266,AC233FC09D0E,NULL,92,NULL,"2021-04-16 07:04:07","0000-00-00 00:00:00",1,L4-RM-803,"2021-04-15 09:31:58","2021-04-16 07:04:07",NULL
267,AC233FC09D0F,NULL,92,NULL,"2021-04-16 07:04:17","0000-00-00 00:00:00",1,L4-RM-804,"2021-04-15 09:31:58","2021-04-16 07:04:17",NULL
268,AC233FC09D10,NULL,93,NULL,"2021-04-16 07:10:42","0000-00-00 00:00:00",1,L4-RT-17,"2021-04-15 09:31:58","2021-04-16 07:10:42",NULL
269,AC233FC09D11,NULL,93,NULL,"2021-04-16 07:13:29","0000-00-00 00:00:00",1,L4-RT-18,"2021-04-15 09:31:58","2021-04-16 07:13:29",NULL
270,AC233FC09D12,NULL,94,NULL,"2021-04-16 07:13:52","0000-00-00 00:00:00",1,L4-RM-901,"2021-04-15 09:31:58","2021-04-16 07:13:52",NULL
271,AC233FC09D13,NULL,94,NULL,"2021-04-16 07:14:06","0000-00-00 00:00:00",1,L4-RM-902,"2021-04-15 09:31:58","2021-04-16 07:14:06",NULL
272,AC233FC09D14,NULL,94,NULL,"2021-04-16 07:14:20","0000-00-00 00:00:00",1,L4-RM-903,"2021-04-15 09:31:58","2021-04-16 07:14:20",NULL
273,AC233FC09D15,NULL,94,NULL,"2021-04-16 07:14:32","0000-00-00 00:00:00",1,L4-RM-904,"2021-04-15 09:31:58","2021-04-16 07:14:32",NULL
274,AC233FC09D16,NULL,95,NULL,"2021-04-16 07:14:55","0000-00-00 00:00:00",1,L4-RT-19,"2021-04-15 09:31:58","2021-04-16 07:14:55",NULL
275,AC233FC09D17,NULL,95,NULL,"2021-04-16 07:15:06","0000-00-00 00:00:00",1,L4-RT-20,"2021-04-15 09:31:58","2021-04-16 07:15:06",NULL
276,AC233FC09D18,NULL,96,NULL,"2021-04-16 07:15:25","0000-00-00 00:00:00",1,L4-RM-1001,"2021-04-15 09:31:58","2021-04-16 07:15:25",NULL
277,AC233FC09D19,NULL,96,NULL,"2021-04-16 07:15:37","0000-00-00 00:00:00",1,L4-RM-1002,"2021-04-15 09:31:58","2021-04-16 07:15:37",NULL
278,AC233FC09D1A,NULL,96,NULL,"2021-04-16 07:15:55","0000-00-00 00:00:00",1,L4-RM-1003,"2021-04-15 09:31:58","2021-04-16 07:15:55",NULL
279,AC233FC09D1B,NULL,96,NULL,"2021-04-16 07:16:11","0000-00-00 00:00:00",1,L4-RM-1004,"2021-04-15 09:31:58","2021-04-16 07:16:11",NULL
280,AC233FC09D1C,NULL,97,NULL,"2021-04-16 07:16:41","0000-00-00 00:00:00",1,L4-RT-21,"2021-04-15 09:31:58","2021-04-16 07:16:41",NULL
281,AC233FC09D1D,NULL,97,NULL,"2021-04-16 07:16:53","0000-00-00 00:00:00",1,L4-RT-22,"2021-04-15 09:31:58","2021-04-16 07:16:53",NULL
282,AC233FC09D1E,NULL,98,NULL,"2021-04-16 07:17:11","0000-00-00 00:00:00",1,L4-RM-1101,"2021-04-15 09:31:58","2021-04-16 07:17:11",NULL
